Pubmed ID,JAK1,TYK2,JAK2,JAK3,FER,FES,ABL-E255K,ABL-H396P,ABL-M351T,ABL-Q252H,ABL-T315I,ABL-Y253F,ABL1,ARG,CSK,BMX,BTK,TXK,TEC,ITK,BRK,SRMS,PTK5,BLK,LCK,HCK,LYNA,LYNB,FGR,FYN,SRC,YES,EPHA2,EPHA4,EPHA3,EPHB4,EPHB3,EPHB2,PYK2,SYK,ZAP70,LTK,ALK,ROS,INSR,IGF1R,IRR,DDR2,MUSK,TRKA,TRKB,TRKC,RON,MET,AXL,MER,TYRO3,RET,RET-V804L,RET-Y791F,FGFR1,FGFR2,FGFR3,FGFR4,FLT1,KDR,FLT4,FMS,KIT,KIT-D816V,KIT-T6701,KIT-V560G,FLT3,FLT-3-D835Y,PDGFRα,PDGFRα-D842V,PDGFRα-T674I,PDGFRα-V561D,PDGFRβ,TIE2,TNK2,TNK1,EGFR,EGFR-L858R,EGFR-L861Q,EGFR-T790M,EGFR-T790M-L858R,ERBB2,ERBB4,IRAK4,LRRK2,LRRK2-G2019S,CRAF,BRAF,BRAF-V599E,MAP4K2,MST1,MST2,MST4,MAP4K4,MINK,LOK,PAK1,PAK3,PAK2,PAK5,PAK6,MEK1,CK1a,CK1-g2,CK1-g1,CK1-g3,PLK1,GRK7,GRK6,PDK1,MSK1,MSK2,RSK1,RSK2,RSK4,RSK3,P70S6K1,AKT2,AKT1,AKT3,SGK1,SGK3,SGK2,PKC-η,PKC-γ,PKC-α,PKC-β1,PKC-β2,PKC-θ,PKC-ι,PRKG2,PRKG1,PRKX,PKA,ROCK1,ROCK2,MRCK-β,MRCK-α,AURORA-B,AURORA-C,AURORA-A,CHEK2,DCAMKL2,CAMK4,CAMK1D,PHKG1,PHKG2,CAMK2D,CAMK2A,PRAK,MAPKAPK2,MAPKAPK3,MNK2,MKNK1,PRKD3,PRKD1,PRKD2,MARK4,MARK3,PAR-1Bα,MARK1,SNF1LK2 (QIK),SNF1LK (SIK),ARK5,BRSK1,BRSK2,AMPKA1 (A1B1G1),AMPKA2 (A2B1G1),MELK,TSSK2,TSSK1,DAPK1,PIM2,PIM3,PIM1,CHEK1,PASK,NEK1,NEK2,NEK9,NEK7,NEK6,TBK1,IKKE,IKKB,IKKA,CDK5/p35,CDK1/cyclinB,CDK2/cyclinA,CDK2/cyclinE,CDK3/cyclinE,CDK6/cyclinD3,CDK4/cyclinD,JNK2,P38α,P38β,P38δ,P38γ,MAPK1,MAPK3,GSK3A,GSK3B,SRPK1,MSSK1,CLK3,CLK2,HIPK1,HIPK4,DYRK1B,DYRK1A,DYRK2,CK2,TTK,PI3-K-α,PI3-K-δ,PI4-K-β,SPHK1,SPHK2,Compound ID,SMILES
11597418,-5,1,-2,0,-2,-4,-2,-2,-3,-1,-3,-3,-2,-2,-4,1,0,-1,-2,-1,-4,-1,1,-1,1,-2,-1,-2,0,-1,-5,-1,-1,-7,-6,-2,-8,-3,-6,0,1,-2,-3,1,-2,-2,-5,-2,-3,-2,-1,-3,-10,-2,4,1,-2,0,0,0,-6,-3,-3,0,-1,-2,1,0,-4,13,-3,1,-1,-9,1,3,-3,5,4,0,-2,-6,0,-1,-3,-3,-4,-5,-15,3,-2,0,-4,-3,-4,0,-3,-3,1,-1,-1,-1,-4,-5,-3,-9,-8,-2,61,-2,-2,-2,-1,-10,0,-3,-2,-2,-1,-1,-2,-2,-1,-2,-3,-3,0,-1,-3,-2,-2,1,1,3,-2,-1,-2,-1,-1,0,-1,-3,1,0,-5,-7,-4,-3,1,0,-1,0,-6,-4,-5,-2,-2,28,0,0,-2,-1,-1,0,0,0,-1,-1,-9,4,1,2,-2,-1,-3,-3,0,-2,0,1,0,-3,-1,-3,-3,1,-2,-3,-1,-4,-4,5,0,0,4,-2,0,-6,0,1,67,8,0,-2,-5,-2,0,-1,1,-1,0,2,-1,0,2,1,-4,0,-4,-3,-1,1,-1,1,SB-657836-AAA,OC(=O)C(O)=O.O=C(CN1CCOCC1)Nc1sc2CCCCc2c1C#N
11597418,-3,1,1,0,3,0,2,0,2,1,2,8,-1,-2,0,-3,-1,0,1,0,-2,1,1,1,0,2,0,-1,0,1,-1,0,-3,0,-1,0,3,1,4,-1,1,1,0,5,5,1,0,1,1,6,1,0,3,-5,0,1,1,-1,2,1,6,-1,2,-1,1,-1,3,1,-1,-1,3,1,1,3,3,1,2,-1,6,2,0,0,0,-1,0,-1,3,-1,0,5,0,2,6,2,2,1,-3,0,0,2,1,1,0,0,-1,5,2,1,12,0,0,-1,2,0,1,1,-3,2,1,1,1,1,1,-1,0,0,2,1,-3,2,-3,1,2,1,0,0,1,1,1,0,1,2,1,0,3,0,0,-5,2,1,-1,4,0,1,-3,0,-2,21,0,1,1,1,1,1,1,0,2,2,1,1,2,1,0,4,2,1,1,-8,0,-1,1,-3,-1,1,1,5,4,2,0,0,0,1,0,0,1,1,2,-2,2,-1,64,14,2,0,0,0,2,2,1,0,1,1,-1,0,1,2,0,1,-1,4,6,1,2,4,GW572738X,Fc1ccccc1C(=O)Nc1sc2CCCCc2c1C#N
11597418,5,-3,0,-2,7,3,2,4,1,6,3,3,4,3,7,-6,1,3,6,2,3,-1,0,4,2,3,6,3,5,3,2,3,2,8,5,2,5,8,7,-2,3,5,4,7,3,4,3,2,3,2,2,5,-1,0,-5,2,4,1,5,5,3,4,8,-1,1,5,5,3,4,2,3,-1,2,-3,14,6,7,8,9,2,2,5,1,1,4,4,2,1,9,-1,3,5,-2,5,4,1,7,8,-1,8,8,5,6,4,2,1,3,4,37,3,4,4,1,4,5,1,3,2,2,1,2,3,1,1,1,1,4,5,0,3,3,1,1,1,4,1,3,1,3,2,1,3,-1,0,4,1,2,4,2,-3,-1,2,5,1,8,2,2,28,3,5,6,6,5,1,4,0,3,4,2,2,1,2,3,1,2,3,4,4,1,2,0,2,1,3,5,5,3,4,0,8,6,3,1,0,2,4,1,4,2,9,66,13,3,4,3,4,3,3,-1,-1,3,1,4,2,0,3,3,5,0,4,2,-3,9,0,GW620972X,O=C(Nc1sc2CCCCc2c1C#N)c1cccc2ccccc12
11597418,-3,0,1,1,2,0,2,1,1,-1,2,2,0,-1,4,-6,-1,1,1,1,1,1,0,1,4,3,2,1,2,1,-5,0,-2,1,-1,3,1,6,1,1,1,1,0,5,3,-1,1,1,2,5,1,1,7,3,1,0,2,3,3,4,0,0,3,4,2,1,2,2,2,-3,0,2,2,2,3,2,4,4,1,3,1,-1,2,3,2,-3,-3,-1,3,1,2,4,-2,2,1,2,0,1,-1,3,3,0,-4,-1,0,1,2,1,67,1,1,2,-1,0,2,1,0,1,1,0,0,0,0,0,-1,1,1,2,1,0,1,3,3,6,0,0,1,-1,1,3,1,2,1,0,2,0,1,-1,1,1,0,1,0,0,-2,0,0,29,0,1,2,3,3,1,0,0,2,8,7,4,0,0,0,2,-2,0,0,-1,0,0,-1,1,0,-1,1,-2,0,-2,-1,0,1,-1,1,0,1,1,0,1,0,0,73,14,3,-2,-1,0,1,3,-1,0,1,0,3,2,2,2,0,3,1,4,5,3,1,1,GSK635416A,CNC(=O)c1cc(cc(-c2ccc(cc2)S(=O)(=O)N2CCCC2)c1N)-c1ccc(F)cc1
11597418,-6,-2,-1,1,5,-3,3,4,7,5,6,2,1,0,-1,-2,-1,2,-1,0,2,0,-1,0,4,2,3,1,2,2,0,5,0,-5,-5,3,1,7,-3,-2,-8,-1,-2,29,1,-1,-1,0,1,1,1,2,4,0,2,1,1,3,0,4,1,-3,0,3,0,2,1,2,-2,-3,0,1,2,4,3,3,1,6,5,0,0,-3,4,18,4,-2,2,-3,7,-1,-1,2,-5,-2,-3,3,1,0,1,9,7,-1,-2,-3,-1,-2,4,-3,62,-1,-1,-1,-2,-3,2,0,-1,-2,0,-1,0,-1,-2,-2,-2,-2,-2,0,-4,-3,-4,1,3,2,-1,1,-1,-1,-1,4,0,-1,1,0,-3,-2,-2,-2,-2,9,-2,-1,-4,-2,-3,-1,-1,30,0,0,0,0,0,0,-2,2,0,0,0,9,0,1,3,1,-3,-1,-3,-1,1,0,-1,-3,-1,-1,-2,2,-2,-4,6,-4,0,3,1,0,0,0,-1,1,0,9,71,15,0,-3,-11,-1,1,2,2,1,1,2,2,1,4,3,-2,0,-4,17,4,-6,0,2,GSK711701A,COc1c(cc(cc1-c1ccc(cc1)S(N)(=O)=O)-c1ccc(Cl)cc1)C(N)=O
16209527,0,-4,1,-1,6,3,5,6,4,6,3,7,4,5,6,1,0,10,6,1,6,15,4,2,2,7,7,5,3,2,0,3,3,12,5,5,5,9,17,-5,2,5,3,9,10,4,4,4,3,4,3,4,2,7,-7,5,3,6,2,7,8,4,5,0,4,6,3,5,6,8,5,-1,4,2,6,4,6,4,5,5,1,5,2,10,5,3,4,2,17,1,5,7,-3,11,10,1,4,4,-2,10,10,5,7,5,2,1,5,7,25,6,7,8,4,2,1,2,11,1,4,1,2,3,2,2,1,1,3,2,4,2,3,1,2,5,3,2,2,4,2,2,2,4,0,0,3,1,1,10,2,1,0,7,5,4,4,1,5,40,3,5,7,6,7,2,4,2,4,9,4,3,3,2,2,3,6,3,4,12,0,-1,1,8,0,3,5,6,6,1,4,5,7,8,1,2,0,3,2,-6,3,38,75,50,2,2,2,4,4,7,-2,1,1,3,2,6,5,7,3,3,14,3,3,-2,-3,1,GSK586581A,CS(=O)(=O)Nc1ccc(cc1)-c1cc(cc(C(N)=O)c1N)-c1ccccc1
16209527,-1,-6,2,0,2,2,3,3,3,5,2,5,6,4,4,6,0,5,3,1,2,0,1,1,2,6,4,3,3,0,5,2,1,9,3,2,5,8,3,5,3,3,1,4,0,2,3,3,3,3,1,3,1,2,-5,1,2,4,2,6,6,1,2,1,1,5,-3,2,3,2,0,-1,2,-1,11,3,5,0,6,2,0,0,1,6,3,1,-1,0,8,-2,5,3,1,4,3,1,3,4,0,5,5,6,6,2,3,-5,9,2,9,0,2,2,4,0,1,2,5,3,1,0,0,2,3,2,0,1,3,2,1,4,2,0,3,2,0,1,2,2,0,5,0,2,0,0,4,0,1,2,1,1,0,2,3,2,2,0,1,30,3,3,5,2,2,0,1,-1,1,7,5,0,2,1,3,-1,1,2,2,-1,0,-1,0,-1,0,0,3,7,3,4,2,1,2,-3,2,2,1,1,1,2,1,15,64,23,4,3,1,2,7,8,-1,1,0,0,0,3,2,1,2,1,4,2,5,4,0,2,GSK620503A,NC(=O)c1cc(cc(-c2ccncc2)c1N)-c1ccc(F)cc1
16209527,0,-7,1,-3,2,1,2,5,4,3,1,4,2,2,2,-2,-3,-1,0,-2,2,0,0,-2,-2,3,2,1,1,-2,17,1,-3,7,0,-3,0,9,-1,-3,-2,2,-3,4,1,-7,3,5,10,4,5,3,4,3,-2,2,1,7,8,11,1,-3,-2,-4,1,6,-12,2,3,2,0,6,1,-2,13,3,9,0,6,6,1,1,-2,1,2,2,0,0,1,-3,-2,0,3,2,3,4,3,3,0,5,5,2,-2,2,1,1,2,2,1,-4,-2,-4,3,0,0,3,1,2,2,1,1,2,3,-2,-2,-2,2,2,3,7,1,-3,2,1,0,1,2,1,1,-3,1,2,0,0,1,-1,-3,1,-2,1,2,0,3,4,3,0,0,8,1,2,-1,-2,-1,1,4,0,3,-1,3,-1,1,1,1,0,1,1,1,1,-4,0,1,-3,1,2,2,6,3,2,1,2,2,4,-1,-2,-3,-2,1,-1,-3,3,18,5,2,0,2,3,3,3,0,2,-3,1,-4,4,-3,-3,1,2,2,1,3,-4,0,0,GSK625137A,NC(=O)c1cc(cc(-c2ccccc2)c1N)-c1ccncc1
16209527,0,-5,0,-2,5,5,-2,1,1,1,0,1,1,2,-1,-1,1,0,1,-2,2,0,-1,1,3,0,2,1,3,0,1,1,1,3,1,0,-1,-9,-2,-1,-1,2,4,5,1,-2,1,2,-1,-3,0,0,1,3,1,-1,0,3,1,0,-5,1,6,0,-2,0,0,-5,-1,2,0,1,2,-7,5,0,-1,1,0,1,-1,2,0,2,0,0,0,2,2,1,6,7,-4,0,0,2,0,-1,0,0,2,-1,1,0,-2,-10,3,2,1,0,1,1,3,4,-1,0,-1,1,0,-1,-2,1,-1,-1,0,0,1,3,2,-2,-1,0,-1,-1,0,-1,0,-1,1,1,0,-2,-1,-3,1,1,1,0,-2,0,-2,4,1,0,0,0,-1,5,0,2,1,1,2,0,0,-2,0,-1,0,0,0,0,-1,1,1,0,0,2,0,1,0,-2,1,0,0,1,-1,0,-3,2,1,-2,0,1,0,-1,-1,-1,0,2,8,4,1,1,0,4,-1,-1,-1,-1,0,1,-7,0,-1,1,0,16,2,0,1,-5,4,-1,GSK605714A,COc1ccc(cc1C(N)=O)-c1ccncc1
16209527,0,1,-1,-2,-2,1,0,-1,-1,1,0,-1,-1,1,2,1,0,1,0,0,-1,0,1,-1,1,2,0,-1,2,0,3,2,-2,6,1,-1,6,9,-2,1,-3,1,1,1,0,2,0,4,1,-1,0,-1,2,3,-4,0,-1,5,4,5,-2,1,2,1,1,2,-1,-3,3,-1,1,0,0,-6,3,0,6,2,2,2,1,0,2,6,2,0,2,2,6,0,2,1,-1,3,3,0,0,1,-1,6,6,3,-1,1,1,2,-5,1,4,2,2,2,3,4,2,0,1,1,1,0,1,1,0,0,1,1,2,2,0,3,1,0,-1,1,1,0,1,1,2,2,1,1,0,1,1,1,1,0,0,0,0,0,1,0,-1,1,1,33,-1,2,7,6,6,1,3,0,0,24,5,-1,0,-1,1,0,0,1,1,1,0,0,0,-2,1,1,2,3,2,2,1,2,2,4,0,0,1,1,-1,-1,0,17,75,45,1,1,1,0,5,8,-2,-2,0,0,-2,-1,0,2,1,3,3,1,0,-2,4,0,SB-736290,Cn1c(nc2cnccc12)-c1nonc1N
10698440,1,2,-1,1,5,-3,0,1,0,2,0,-2,1,0,-5,-1,-1,0,-2,0,-1,10,1,-4,-2,-1,1,1,0,0,1,-5,-5,-7,-6,0,-2,-3,-1,1,0,2,-1,3,-54,-2,-3,0,1,1,1,3,0,1,1,0,0,7,2,4,-6,-1,0,-5,-1,2,5,-2,0,0,-2,4,-3,-3,2,1,0,2,2,0,-1,0,1,-4,0,-2,-1,-4,-6,3,1,10,2,5,3,1,-2,-2,1,25,10,3,3,-5,-2,-34,-5,-1,-1,-1,-1,-3,0,-7,1,-2,-1,-1,0,0,0,-1,-2,-3,-2,-3,1,-1,0,-2,-3,0,1,-1,-1,1,-1,0,0,-1,0,-1,0,0,2,-1,-1,-3,-4,-1,0,4,-3,-2,-6,-1,-2,-2,0,-1,-2,-2,-2,1,-1,0,0,-12,-12,3,1,1,0,3,0,-1,-1,0,11,6,4,3,-1,0,0,2,2,-1,1,-3,0,10,1,1,1,0,1,-5,-1,-4,2,-2,-2,-2,-3,0,1,1,1,-3,0,1,-1,1,1,2,-2,3,2,0,-14,36,2,0,SB-738561,CCn1c(nc2ccncc12)-c1nonc1N
10698440,5,-4,2,13,2,2,4,3,3,6,4,6,5,6,6,-2,1,3,4,1,5,21,2,3,3,6,6,3,2,4,4,3,-2,8,3,3,5,11,15,-6,2,9,4,6,6,4,1,2,4,5,6,9,15,2,-5,1,2,20,38,16,3,6,9,3,1,6,6,26,17,2,3,4,2,5,8,5,6,7,7,2,2,39,2,4,4,1,2,1,12,4,23,61,2,12,13,1,22,20,4,27,18,5,1,3,1,1,1,3,-1,2,2,1,10,31,30,3,2,0,3,1,1,1,0,1,1,2,1,2,2,4,1,1,-1,2,2,4,1,2,1,2,1,2,0,0,3,3,7,3,1,0,0,3,4,3,3,2,1,3,7,4,4,3,3,2,5,2,4,11,4,3,2,3,4,3,5,2,1,-1,2,12,3,2,0,2,6,7,3,0,5,25,5,3,2,2,3,5,1,3,3,2,2,2,1,0,2,1,24,31,-1,-3,22,65,14,5,47,41,3,18,11,22,8,37,7,1,SB-734117,Nc1nonc1-c1nc2cnccc2n1C1CCCCC1
10698440,2,1,1,-1,8,3,4,3,4,3,3,5,4,4,4,-2,0,2,4,2,4,12,2,3,3,4,3,2,1,2,3,3,2,3,5,3,5,8,10,-3,-12,5,4,8,4,4,4,2,3,5,3,5,-1,3,-4,1,3,-1,3,8,4,4,9,1,3,5,2,4,3,3,4,0,2,12,10,5,5,6,1,1,1,53,0,5,3,2,3,-1,10,-2,23,47,-3,9,9,1,10,10,10,69,45,4,6,4,3,1,0,5,6,3,4,3,3,20,11,3,3,1,2,1,2,1,2,1,2,1,3,3,2,3,4,2,0,1,2,2,2,4,2,2,2,3,1,0,5,3,16,3,2,1,1,3,4,3,3,1,1,2,6,3,5,3,4,2,4,1,4,-1,6,0,3,2,3,3,4,1,3,1,8,9,6,3,1,2,4,7,5,5,4,4,5,5,1,0,2,3,0,6,3,2,6,1,1,2,6,4,4,4,-2,1,7,32,2,2,9,22,4,5,6,11,-8,35,6,0,GW785404X,CCn1c(nc2ccc(F)cc12)-c1nonc1N
10698440,1,-1,3,-1,-2,4,2,4,1,3,3,2,6,4,-2,3,-1,7,7,1,3,2,3,1,3,6,4,3,0,3,8,2,1,7,2,5,1,5,5,2,4,5,3,6,6,5,1,1,2,3,3,2,8,1,-6,2,2,6,2,6,6,8,6,5,0,6,0,5,5,3,-1,-4,2,-4,3,3,3,3,0,5,1,23,3,-2,2,0,-1,3,6,1,19,37,8,6,4,1,3,4,0,32,19,5,7,4,2,9,-14,3,5,4,4,4,6,12,5,1,2,3,1,1,1,3,2,2,1,2,0,3,1,6,2,0,0,1,2,1,2,4,0,2,3,2,-1,6,2,0,4,4,1,1,1,-1,4,3,5,1,2,3,3,2,4,4,3,1,-1,0,1,5,9,-1,4,0,2,7,3,2,5,1,0,2,2,0,-2,2,5,10,5,1,4,10,2,2,1,3,5,2,-4,0,5,5,5,2,3,3,2,4,1,0,-4,4,-1,2,-1,0,0,2,5,4,10,6,-31,-3,-2,-1,GW549034X,CCn1c(nc2ccccc12)-c1nonc1N
10698440,3,6,2,1,-2,3,2,4,1,3,2,3,8,6,0,3,-1,6,9,2,2,31,2,3,5,6,4,3,0,5,9,0,2,6,0,2,2,6,4,1,3,7,5,6,4,3,2,2,3,2,3,2,2,2,-5,1,2,8,7,12,3,7,8,4,2,4,1,3,4,-1,2,-3,5,0,5,2,2,4,2,3,1,26,4,-1,1,0,-2,-1,3,1,29,58,3,9,7,2,4,5,1,45,26,6,8,4,2,7,-16,3,2,5,4,4,6,13,8,0,7,3,2,2,3,4,2,1,1,1,2,3,5,2,1,1,0,1,1,1,2,2,1,2,2,2,-1,6,3,0,31,9,1,0,0,1,4,3,3,1,5,8,2,1,4,5,4,1,-3,1,2,4,9,-1,4,0,3,8,6,0,4,10,11,18,9,10,-1,3,4,6,4,1,1,7,7,6,1,2,8,2,-5,-4,3,5,6,3,3,4,3,5,9,10,-4,4,0,9,10,4,9,14,6,15,13,20,-10,44,1,-1,SB-736302,Nc1nonc1-c1nc2cnccc2n1C1CC1
11728181,-2,1,-1,0,1,0,1,0,1,2,1,0,1,4,-3,2,0,1,2,1,-3,-1,-1,0,1,1,0,1,-1,1,1,0,1,0,0,1,2,-2,2,2,1,0,1,2,0,-1,-1,0,3,-2,4,5,-4,1,-2,-1,0,4,8,8,0,2,4,-2,1,3,2,3,28,-1,3,1,14,0,12,3,12,22,8,0,0,-2,0,-2,0,-1,-5,0,6,2,6,9,0,1,0,1,16,11,1,27,16,0,-2,0,0,-9,-5,0,0,0,1,2,1,0,-1,0,1,-1,0,0,2,0,1,2,1,-1,1,-1,1,-1,-2,0,-1,0,-1,-2,0,0,-2,0,1,-1,-1,0,1,1,3,0,7,1,2,1,1,1,2,0,-1,3,0,0,1,1,2,2,0,0,1,-6,1,22,3,3,2,1,0,0,-1,0,0,-1,1,0,0,0,1,2,3,-2,-2,-6,2,9,9,4,27,35,15,-2,1,2,1,3,-1,0,-1,2,4,2,-3,-1,-1,2,-5,-2,-1,-1,0,-3,8,-1,1,6,-1,0,SB-736302,Nc1nonc1-c1nc2cnccc2n1C1CC1
11728181,0,3,0,2,1,-1,2,4,4,4,5,4,2,4,-2,1,-1,2,0,0,-2,5,-1,1,1,5,2,1,5,23,2,0,-3,-1,-3,-1,0,-4,2,4,-2,0,-1,2,2,1,-4,-1,8,2,6,9,0,-4,2,2,1,34,54,25,0,-1,0,5,5,40,30,7,-1,2,-2,2,,59,53,61,4,45,66,1,-1,-4,2,0,-2,-2,-2,-3,-3,3,7,23,-4,3,2,3,46,34,0,15,10,-1,0,-3,-3,-1,12,4,-2,-1,-2,-3,1,-4,1,20,4,5,6,7,5,6,3,1,2,2,1,1,1,-2,-2,1,3,3,2,0,11,5,6,6,5,6,4,3,7,4,4,0,-2,2,2,12,-2,4,0,-1,-1,-3,2,-1,2,4,4,25,33,26,43,5,2,30,5,10,23,6,50,-1,11,-2,1,9,4,1,0,-2,-1,-3,0,0,38,46,0,-1,50,37,82,66,44,22,25,0,-1,0,-1,0,3,1,35,36,-1,-1,0,19,0,0,12,12,1,8,54,4,0,4,3,0,SB-744941,CCn1c(nc2c(nccc12)N1CCCC1)-c1nonc1N
11728181,2,-6,0,0,3,1,1,3,0,4,1,4,2,3,-1,3,2,3,2,1,-1,-1,2,2,2,2,4,2,5,1,5,1,1,7,3,1,4,4,6,-4,2,3,1,2,3,2,-1,5,2,-2,1,1,1,0,-3,0,1,2,4,0,3,1,1,0,0,2,1,-3,,4,2,2,3,-3,5,4,6,9,3,2,1,-1,1,0,2,1,-1,2,6,3,1,2,0,4,4,1,4,4,1,13,10,2,1,4,1,-4,3,3,1,2,2,0,6,5,8,1,3,3,2,2,1,3,0,1,0,0,2,3,1,-1,0,0,1,0,2,1,2,1,1,1,0,3,0,1,5,3,2,1,1,-1,0,4,3,3,4,2,2,1,1,1,2,2,2,-1,4,0,2,5,1,0,-1,1,2,0,1,3,4,3,0,0,0,2,0,2,2,3,2,0,1,6,9,2,1,1,1,1,3,2,1,0,-3,4,-1,0,4,3,3,1,-1,0,1,1,1,1,-1,1,1,3,5,0,1,-5,1,0,SB-751148,CCc1nccc2n(CC)c(nc12)-c1nonc1N
11728181,3,7,2,14,3,2,7,9,10,13,9,12,10,5,2,7,2,5,9,3,6,0,0,8,6,14,9,7,8,9,19,9,2,9,5,2,3,8,6,-9,3,2,3,8,6,2,-1,1,11,7,21,27,2,5,0,2,7,37,58,45,11,27,26,0,11,62,44,35,64,6,10,4,24,35,59,63,17,54,63,5,2,15,1,1,2,1,2,1,11,3,19,40,-1,15,15,12,85,80,44,44,34,4,5,3,1,-2,-4,14,4,1,2,2,2,5,-3,21,5,20,6,7,13,16,2,2,1,1,11,2,0,2,1,0,0,1,2,-1,10,4,0,1,7,16,1,2,20,16,27,5,-1,2,3,11,4,4,3,2,1,3,3,4,9,13,9,11,8,6,13,-1,3,80,46,60,55,29,50,1,6,11,1,1,2,7,0,2,3,9,5,-1,7,9,5,10,79,61,93,83,80,53,48,6,1,8,0,3,15,6,55,54,-3,-1,2,19,20,7,13,19,7,5,61,1,2,1,-2,0,SB-737198,CCOc1nccc2n(CC)c(nc12)-c1nonc1N
11728181,5,-2,0,-2,-19,3,5,5,1,5,4,6,3,4,3,10,-1,3,4,1,5,-2,2,3,2,5,7,4,6,2,9,5,0,10,2,2,6,5,14,-2,0,5,4,10,6,2,2,1,5,2,9,10,-1,3,-3,1,4,13,39,14,1,3,5,-10,1,9,4,3,5,6,4,-1,3,2,11,13,6,12,23,2,0,6,3,0,2,3,2,4,8,4,7,11,6,11,11,3,29,22,0,11,10,6,4,4,1,-27,-3,11,4,4,5,6,6,8,6,4,9,4,3,2,3,4,2,2,0,1,5,3,2,4,3,0,1,2,2,2,4,4,3,2,3,6,0,0,1,3,5,11,2,-1,0,10,4,3,3,1,5,10,4,8,5,6,7,3,2,1,6,10,7,19,5,9,18,6,7,4,7,11,1,3,3,10,0,2,5,9,6,3,4,11,12,3,34,20,97,65,28,10,17,6,2,5,1,2,10,5,41,40,0,-1,2,16,5,4,4,8,5,7,37,4,1,-17,15,1,SB-751399,CN(C)CCCn1c(nc2cnccc12)-c1nonc1N
11728181,9,11,3,23,5,12,7,11,11,14,15,11,8,6,3,7,0,5,6,3,3,-1,4,8,5,12,12,8,6,5,14,10,2,11,6,5,6,5,22,-8,3,5,7,17,7,12,4,2,24,16,32,36,10,19,-4,4,9,48,59,46,13,32,,-3,19,60,64,48,68,8,20,2,48,60,70,76,29,68,73,2,1,16,0,3,2,2,3,2,18,0,24,49,12,15,17,27,74,73,62,69,63,6,8,5,3,-14,0,17,4,4,5,6,4,7,6,30,11,29,15,18,29,34,5,2,1,1,20,6,8,6,4,1,0,2,3,3,18,6,2,3,16,27,5,4,30,28,35,7,1,1,3,20,9,8,5,2,2,5,4,9,19,29,21,21,18,14,31,9,6,70,34,45,38,24,63,3,9,5,1,2,2,15,0,3,6,9,8,2,13,19,11,14,68,41,89,74,69,53,46,8,5,9,2,2,11,7,40,41,-3,-1,4,28,14,3,20,31,11,16,52,4,5,-1,1,2,SB-750140,NCc1ccc(cc1)-n1c(nc2cnccc12)-c1nonc1N
11728181,1,1,1,0,2,1,3,3,4,4,3,5,3,3,2,-9,-2,3,1,1,0,1,2,2,2,5,4,3,2,3,-5,3,-3,0,3,2,4,4,8,-14,2,1,2,5,4,9,1,1,9,7,15,21,0,-1,1,2,4,20,13,11,4,6,7,2,1,15,,5,4,2,3,-1,4,0,27,14,3,15,27,1,0,1,9,1,1,0,0,0,5,3,6,7,4,2,3,6,44,32,0,24,18,3,4,1,-1,-4,12,3,1,1,1,0,2,1,3,12,3,2,2,3,4,5,0,1,0,2,2,1,1,2,1,0,1,2,1,2,2,2,1,2,1,5,1,0,5,18,6,1,2,1,0,15,2,3,4,0,1,1,2,2,3,2,1,7,6,4,7,5,4,40,11,19,10,7,4,0,3,2,0,0,1,9,0,1,3,-1,5,1,7,5,2,2,16,6,22,16,6,5,11,3,1,1,6,3,1,0,8,6,-2,-2,1,2,0,0,5,7,2,3,5,0,1,-6,3,1,SB-333612,Clc1ccc(cc1)C1=C(N2CCc3ccccc23)C(=O)NC1=O
11728181,-7,1,-1,0,0,-3,-1,1,4,3,1,0,2,0,-5,-4,-2,-1,-2,0,-3,1,1,-1,-1,-1,2,1,1,1,-2,-2,-4,-4,-9,-2,-4,-4,-2,-1,-3,1,-1,3,3,0,-3,0,4,4,14,17,6,4,0,1,2,6,13,6,-5,0,1,2,11,9,8,12,38,0,21,4,14,7,14,5,34,25,10,0,-1,-4,-1,-1,0,-1,0,-4,-5,2,3,11,-5,-1,-2,2,10,4,-2,45,34,1,-3,-2,-2,-6,-4,-1,3,1,-1,-1,-1,-7,-1,7,0,1,2,1,3,2,-2,-4,-1,-3,5,1,2,-1,-4,0,0,-1,0,0,0,1,2,-1,2,3,0,0,8,7,2,0,5,-2,0,6,-1,-2,-5,0,-1,-1,-2,-1,0,1,1,4,2,2,4,-7,-7,6,2,5,1,3,3,-1,1,1,1,0,0,5,-1,0,0,3,-12,-4,1,-3,-1,5,9,1,8,9,9,37,4,-3,3,2,-1,-1,3,3,1,1,2,-2,0,0,-2,0,2,3,-2,0,8,0,2,-1,-1,0,SB-360741,OC(=O)c1cc(NC2=C(C(=O)NC2=O)c2ccc(Cl)cc2)ccc1Cl
