"Compound.ID","SMILES","FES","ABL2","BMX","TEC","IGF1R","TYK2","ZAK","STK39","STK24","MST4","MAP4K4","TNIK","SLK","STK10","PAK4","PKMYT1","CSNK1G1","CSNK1G3","VRK1","GSG2","PLK4","TLK1","ADRBK1","ADRBK2","GRK5","PDPK1","RPS6KA1","RPS6KA6","AKT3","STK38L","CDC42BPB","STK32A","CHEK2","DCLK1","PHKG2","CAMK2A","STK33","SNF1LK2","PRKAA1","PRKAA2","STK17A","STK17B","PIM2","PIM3","PIM1","NEK1","NEK2","CAMKK2","STK16","GAK","AAK1","CDK9","CDK2","PCTK2","MAPK8","MAPK13","MAPK3","MAPK7","CDKL1","SRPK1","SRPK2","CLK3","CLK4","DYRK1A","DYRK2","CDC7","TTK","GUCY2D"
"GW621823A","Cl.CCCN(CCS(C)(=O)=O)Cc1ccc(o1)-c1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1",-0.4,0.5,1.4,0.5,-0.5,-2.3,-0.1,0.6,2,2,-0.8,-1,NA,-1.3,0.8,-1.2,-0.4,-0.4,-1.2,0.8,1.4,-0.3,0.1,-0.9,1.9,0.3,-0.7,-0.3,-1.4,-1,-0.3,-0.2,0.9,-0.7,0.8,0.1,0.3,0.3,-0.9,0,0.1,1.8,0.6,0.5,1.2,-0.5,2.6,0.5,-0.8,-0.4,0.1,-0.7,-0.1,1,1.3,-0.2,-0.8,-0.6,-0.8,-1.7,0,-1.2,0.8,-0.7,0.4,0.5,-0.1,-0.9
"GW621970X","CCS(=O)(=O)c1ccc(OC)c(Nc2ncc(o2)-c2cccc(F)c2)c1",0.7,5.5,2.1,-0.1,0,0.1,-0.3,0.5,0.4,-0.2,-1.7,0.6,1.7,2.9,3.6,0.1,0.5,-0.1,0,-0.2,7.9,-0.2,-0.5,-0.4,0.3,0.1,0.2,0.2,-0.3,-0.2,0,0,0.6,-2,1,2.2,2.4,1.6,1.5,2.6,1.5,0.9,1,0.4,1,0.1,0.3,1.8,6.3,2.8,0.7,2.1,0.8,1.4,2.6,-0.1,0.1,-0.4,-0.1,0.9,1,2.3,6,1,-1.4,0.9,0.8,0.3
"GW622055X","CCS(=O)(=O)c1ccc(OC)c(Nc2ncc(o2)-c2ccccc2Cl)c1",0.3,3.1,0.3,-0.2,0,0.1,0.4,0.1,0.3,0.6,0.2,2.5,1.2,1.6,3.7,-0.1,1.3,0.2,-0.1,0.4,1.5,0.6,-0.1,0.1,2.1,0.6,-0.3,0.5,0.2,0.2,0,-0.2,0.4,0.2,-0.4,1.7,1.7,0.4,1.3,1.4,0.5,0.8,1.1,0.8,0.9,0.1,0.7,1.1,6.9,1.7,0.4,1.3,0.7,0.4,0.1,0.1,-0.1,0,-0.5,0.4,0.8,2.2,5.9,-0.4,0.3,-0.5,0.4,0.7
"GW627512B","COc1cc(Nc2ncc(o2)-c2ccccc2)cc(OC)c1OC",0.7,4.2,1.6,0.3,0,-0.1,0.2,1,2.1,1.3,0.7,1.4,3.2,2.8,7,0.2,-0.1,0.1,-0.2,0,0.4,0.6,-0.5,-0.2,1.7,2.8,-0.1,-0.3,0,2.7,0.9,0.2,1.6,0.3,0,3.4,2.3,0.9,5.2,8.6,0.8,8.7,0,0.2,0.3,0.5,1.9,5.7,8.8,3.5,0.1,3.2,3.1,2.1,0.3,0.3,0.1,-0.3,2.6,0.4,0.7,0.7,3,0.2,-2.4,0.7,0.9,0.2
"GW627834A","Cl.N#Cc1cccc(Nc2ncc(o2)-c2ccccc2)c1",0.2,2.9,0.5,-0.2,-0.5,1.2,0.3,0.7,NA,2.2,-0.3,-0.2,NA,2.1,1.2,0.2,1.1,0.5,-0.6,1.3,1.4,0.5,-0.1,-0.8,1.5,-0.2,-0.5,0.2,-1.3,0.6,-0.5,-0.8,0.2,0.5,0.6,0.9,1.6,2.5,1.7,3.7,4.9,6.2,3.1,2.8,1.3,-0.1,2.7,2.3,5.8,1.8,0.1,2.8,6.2,2.8,0.5,0.1,-1.2,-0.2,1.7,1,0.4,0.3,3.2,1.5,1.7,1.2,2.3,-1.4
"GW631581B","COc1cc(Nc2ncc(o2)-c2ccccc2)cc(OC)c1",0,2.5,1.1,-0.8,-0.1,1.1,0,1.8,0.4,0.5,0.7,1.4,1.9,0.3,3.4,1,0.9,-0.2,0.2,-0.1,3.7,0.6,0.3,0.2,0.2,0.5,-0.6,-0.1,-0.3,0.5,0.1,-0.2,NA,-2.8,0.5,2.4,2.9,4.6,2.8,5.3,4.2,6.4,0.4,1.2,0.1,-0.3,0.7,3.9,6.5,2.7,5,2.3,2.8,1.4,1.3,-0.1,-0.1,-0.2,0.6,0.2,0,-0.3,2.6,0.5,1.9,-0.3,0.3,-0.5
"GW632046X","Cc1cccc(Nc2ncc(o2)-c2ccccc2)c1",0.4,2.7,0.4,-0.6,0.3,0.5,0.3,0,-0.3,0.7,-1.9,1.5,0.6,0.7,1.8,-1,1.3,0,0.7,0,3.3,-0.2,0.3,0,1.2,0.4,-0.1,-0.4,-0.1,0.6,-0.2,-0.3,1.2,-1.9,0.3,1.6,1.8,2.7,1.6,3.4,5,5.8,0,-0.1,0.2,0.2,0.4,3.4,4,1.3,3,2.5,2.6,0.6,1.1,0.1,0.3,-0.2,0.3,0.6,0.1,-0.1,1.8,0.5,-3.3,0.3,0.7,-0.1
"GW632580X","COc1ccc(COc2ccc(Cc3cnc(N)nc3N)cc2OC)cc1",-0.3,0.1,-0.3,-0.3,0.1,0,0,0,-0.5,-0.3,-0.1,0.1,0.5,-0.1,0,-0.1,0.3,0.2,-0.2,-0.4,-0.1,0.4,-0.1,0,-0.5,0.2,-0.3,0,-0.1,0.1,0.1,-0.1,0.2,0,-0.8,0.2,-0.5,0.1,-0.3,-0.2,-0.3,-0.3,-0.1,0.3,-0.1,0,0.2,0.3,-0.1,0.2,0.1,0,-0.4,0.3,-0.5,-0.1,0,0.2,-0.3,-0.2,0.1,0.2,-0.4,-0.9,-0.3,-1.4,-0.1,0.4
"GW633459A","Cl.Fc1cccc(COc2ccc(Nc3ncnc4ccc(cc34)-c3ccc(CNCCS(=O)(=O)c4ccccc4)o3)cc2Cl)c1",-0.5,0.1,0.9,0.8,-0.1,0.5,-0.3,1.2,1.4,1.2,-1.8,-0.5,0.4,1.1,1,0.1,-0.3,-0.3,-1.8,0.1,1.5,-0.3,-0.6,0,3.3,0.6,-0.2,-0.2,0.5,-0.3,0.3,-0.3,1.2,-1.2,0.3,0.4,-0.3,0,-0.7,-0.4,0.8,1.4,0.5,-0.7,0.3,0.2,1.1,0.3,-0.9,0.8,0.2,-0.3,0.2,0.7,0.8,-0.3,0.3,-0.6,0.5,-0.8,-0.1,0,1.1,0.3,-3.7,1.1,-0.2,0
"GW641155A","Cl.N(c1ncc(o1)-c1ccccc1)c1ccc(Oc2ccccc2)cc1",0.4,-0.2,0.5,-0.1,0.1,-0.1,0.3,0.2,1,1,0.2,0.4,NA,0.3,0.2,-0.3,0.3,0,-0.1,0.4,-0.2,0.4,0.2,-0.4,0.5,-0.3,-0.2,0.3,-0.1,-0.1,0.1,-0.1,0.1,0.4,0.1,0.5,0.3,0.4,0.6,1.7,2.6,4.4,0.5,0.6,1.2,0.2,0.4,0.7,1.9,-0.1,0.4,1.2,1.4,0.4,0.4,0.2,-0.3,0.3,0.6,0.8,0.2,-0.3,0.5,-0.7,-0.1,0.2,0.6,-0.6
"GW642125X","COc1ccc(cc1)-c1coc2ncnc(N)c12",-0.1,0.1,0,-0.6,-0.3,0.3,-0.9,-0.8,-0.3,-0.4,-0.5,0.1,3.3,0.2,-0.1,-0.5,1.6,0.2,0.2,0.2,-0.5,0.2,0,-0.2,-0.1,-0.2,1.5,1.9,-0.5,-0.4,-0.1,0.6,0.1,-0.3,-0.7,-0.2,-0.1,1.8,-0.1,0.4,-0.8,-0.2,0.1,0.4,-0.3,-0.3,1.6,-0.4,1.1,0.4,0.1,-0.1,0.2,0.4,-0.6,-0.3,0.1,-0.3,-0.4,-0.5,-0.4,-0.1,4.3,0.6,0.3,-1,-0.3,-0.1
"GW642138X","COc1ccc(cc1)-c1cc2c(N)ncnc2o1",-0.3,1.1,0.9,0.1,-0.2,6.3,0.3,0.9,NA,1.5,-2.5,-0.9,-0.1,2,0.3,-0.4,0.3,-0.2,0.3,1,2.3,0.5,0.2,-0.6,0.8,-0.1,1.3,0.9,-0.3,-0.6,-1.1,-0.5,1.7,0.4,0,0,0.9,-1.9,0.5,1.7,2.4,4.1,1.9,2.8,2.4,1.4,1.5,0.9,1.7,1.7,2.7,0.2,0.5,0.1,1,-0.3,-0.4,-1.1,0,0.4,0.2,2.1,4.9,2.6,4.7,0.5,0.8,-1.4
"GW643971X","COc1cc(C=NNc2ncnc3n(Cc4ccccc4)ncc23)ccc1O",0.1,2.3,0.9,-0.6,-0.2,2.8,0.4,-0.9,0.3,0.5,0.3,0.3,1.9,-0.2,0.3,0.5,0.3,-0.5,0.1,0.2,0.2,0.7,0.3,-0.1,-0.3,-0.3,0.3,0.4,-0.5,0.4,0.3,-0.3,NA,-0.6,-0.2,0.3,-0.3,0.3,0.7,1.4,0.4,0.6,1.2,1.1,0.8,-0.1,1,-0.2,1.3,0,0.2,0.2,-0.4,0.2,0.4,-0.8,0,0.2,-0.1,0.2,0.2,0.6,2.8,-0.1,1.3,-0.8,0.3,-0.3
"GW644007X","COc1cc(ccc1O)\C=N\Nc1ncnc2n(ncc12)C(C)C",0.4,3.5,1.2,-0.5,-0.1,7.1,1.6,-0.7,0.7,3.1,-0.9,1,5.2,4.4,0.9,-0.3,1.9,-0.1,1.6,0.8,3.9,0.1,0.1,0,1.5,0.1,0.8,0.3,-0.5,0.1,-0.8,-0.2,0.5,-0.5,0.5,0.7,1.4,1.7,-0.5,1.5,2.1,1.9,2,3.1,1.2,0.4,1.1,3.1,3.6,1.4,2.5,3.7,3.7,2.2,0.9,0.7,0.1,0,0.8,0.9,0.3,3.9,4.6,2.2,3.9,-0.1,0.6,0
"GW651576X","Fc1cccc(COc2ccc(Nc3ncncc3C#Cc3ccccc3)cc2Cl)c1",-0.3,0.3,0.2,0.4,-0.2,-0.1,-0.3,-0.2,1,0.3,-1.7,-0.3,0,1.6,-0.2,-0.1,-0.1,-0.2,-0.3,0,0.2,0.4,0.3,0,0.6,-0.2,0.1,0.1,-0.4,0.1,0.2,-0.1,0.5,0.1,-0.2,-0.2,0.3,-1.1,-0.6,0.3,0.4,0.4,0.5,0.6,0.2,0.2,0.4,-0.2,0.5,-0.3,0.8,0.1,-0.1,0,0,-0.3,0.1,0.1,-0.2,0,-0.3,-0.1,0.5,0.7,-0.1,-0.3,-0.1,-0.2
"GW654652C","Cl.CCS(=O)(=O)c1ccc(OC)c(Nc2nccc(n2)N(C)c2ccc3c(C)n[nH]c3c2)c1",1.6,4.8,1.2,-0.4,0.1,0.4,-0.7,-0.9,-0.4,0,0.3,3.1,1.6,8,0.8,NA,0.6,-0.5,0.9,0.6,10.2,0.6,0.2,0.1,1.9,-0.2,1.1,1,-0.5,-0.1,-1.3,1.5,NA,0.2,-0.5,0.2,5.9,2.6,0.4,1.6,-1.4,0,1.5,0.1,-0.1,-0.8,1,1.1,2.6,1.9,-0.1,0,-0.4,1,0.9,-0.5,0.4,-0.2,-0.5,0,-0.2,0.9,0.1,0.7,0.5,-0.9,1.1,-0.2
"GW659386A","Cl.COC(=O)Nc1nc2cc(Oc3cccc(NC(=O)Nc4cc(ccc4F)C(F)(F)F)c3)ccc2[nH]1",1.8,1.6,1.3,0,0.1,0.1,2.4,0.3,-0.1,2.2,0.2,2.7,2.3,9.7,0.7,-0.3,0.2,0.1,0.5,0.1,0.2,1.6,-0.2,0.4,2.5,0.3,-0.1,0.6,0.2,0.2,-0.1,-0.3,0.3,0,-0.5,0.9,2.6,0.4,0,-0.2,-0.3,3.2,2.4,1.4,2.5,0.3,1.1,0.7,0.9,0.7,0.3,1.2,0.6,0.8,-0.3,-0.1,0.4,0,0.4,2.9,0.9,0.6,1.7,-0.9,-0.1,-1.2,0.8,0.7
"GW659893X","Nc1ccc(cc1)C#Cc1cncnc1Nc1ccc(OCc2cccc(F)c2)c(Cl)c1",0.7,0.5,0.9,1.5,0,0.9,-0.5,1.4,1,2.2,3.5,1.1,2.2,3.9,1.3,0.8,-0.2,-0.4,0.5,0.2,1.9,1,-0.1,0,1.7,0.6,0.4,0.5,0.2,0.4,0.7,0.2,0.7,-0.5,0.8,1,1,0.7,0.3,0.1,1.7,3.3,2.8,1.8,2,0.2,0.9,1.8,0.5,1.3,1.2,1.2,0.9,0.6,1.5,0.1,0,-0.5,0.8,1.2,0.7,0.7,1.7,1.5,-1.6,1.3,0.7,1.1
"GW673715X","CCc1cccc(NC(=O)Nc2ccc(Oc3ccc4nc(NC(=O)OC)[nH]c4c3)cc2)c1",1.3,3.9,1,-0.2,0.1,0.7,1.2,0,0.4,2.8,0.2,1,NA,13.3,1.2,1.9,0.3,-0.5,0.1,0.2,2,1.7,0.1,-0.1,-0.5,1.6,0.5,0.2,0.6,0.7,-0.6,0.1,1.3,1.6,1.1,0.8,5.5,1,0.5,1.7,NA,3.8,2.8,1.4,2.7,0.2,1.2,0.9,1,2.1,3,0.8,0.3,0.9,0.4,0.6,0.3,0.3,2.2,3.8,0.7,0.2,1.7,1.1,1,1.6,3.7,0.2
"GW678313X","CCS(=O)(=O)c1ccc(OC)c(Nc2ncc(o2)-c2cccc(c2)-c2ccccc2F)c1",0.3,3,1.3,-0.3,0,1.7,0.6,0.5,0.8,0.3,0.6,1.1,NA,1.6,2.3,0.8,1.9,-0.2,-0.3,-0.1,7.5,-0.1,0,-0.3,0.6,0,1.1,1.2,0.6,-0.5,-0.7,-0.1,0.3,0.6,0.4,3.5,0.6,3.1,0.9,1.8,0.2,0.3,1.1,1.9,2.5,0.1,0.2,2.1,6.1,2.1,1.2,0.6,0.4,0.2,3,0.5,0,0.1,-0.3,0.6,0.8,2.2,6.1,3.7,5.4,0.8,0.8,0
"GW679410X","COc1ccc(cc1)-c1cc(ccn1)-c1c[nH]nc1-c1ccccn1",-0.1,1.2,-0.2,-0.6,0,0.5,1.7,0,-1.3,-0.4,-1.8,2.9,-0.2,0,-0.3,-0.5,1.1,0.2,1.6,0.3,0.8,-0.2,0,-0.1,-0.4,-0.1,1.4,2,-0.3,-0.3,-0.9,-0.3,0.1,0.2,0.1,0.3,0.9,-1.8,0,0.6,0,0.5,0.3,0.5,-0.1,-0.1,-0.2,0.2,1.3,3.8,1.7,-0.1,0.3,0.1,1.8,-0.1,-0.1,0.2,-0.4,0,-0.2,-0.1,1.2,1.1,0.9,0.3,1.3,0.1
"GW680191X","CS(=O)(=O)CCNCCCCOc1ccc2ncnc(Nc3cccc(c3)C#C)c2c1",0.1,0.7,0.3,-0.8,-0.4,4.3,0.1,-1.4,0.2,0.4,-0.3,0.6,3.7,5.6,0.2,NA,0.1,-0.6,0.3,1.6,0.7,0.6,0.1,-0.1,0.5,0,0.4,0.8,-0.4,0.1,0,-0.2,NA,-0.3,-0.3,0.6,0.3,3.3,0.4,1.4,2,1.7,2.3,5,4.6,-0.6,0.4,-0.2,0.9,3.8,1.7,0.3,-0.4,0.1,0.5,-0.7,0.1,-0.1,-0.2,0.1,-0.1,-0.2,2.1,0.3,2.8,-0.3,0.2,-0.8
"GW680908A","Cl.COC(=O)Nc1nc2ccc(cc2[nH]1)S(=O)(=O)c1ccc(NC(=O)Nc2cc(ccc2F)C(F)(F)F)cc1",0.2,0.9,0.1,0.4,-0.2,0.8,1,-0.2,0.9,2.3,0.5,0.9,0.9,3.8,0.5,-0.9,-0.4,-0.3,1.2,0.3,0.6,1.6,0.1,0.2,4.1,0.1,0.4,0.5,-0.4,0,0.2,-0.2,NA,-0.3,0,1,0.9,-0.1,0.4,0.4,0.2,2.3,2.9,1.9,2.5,-0.1,1.4,0.9,0.9,-0.1,-0.1,1.2,0.3,0.4,1.3,0.1,-0.1,-0.6,0.5,4,0.6,0.2,1.4,-0.7,0.2,-0.2,1.1,0.3
"GW680975X","Fc1ccc(cc1)-c1cc(ccn1)-c1c[nH]nc1-c1ccccn1",-0.3,0.7,-0.1,0.1,0,1.3,0.7,-0.4,0.1,-0.3,-1.8,1.4,0.6,0.2,-0.3,-0.1,1.2,0.3,1.2,0.3,1.9,-0.3,0,0.1,0.1,0.2,1.3,1.5,-0.3,-0.3,0.7,0.1,-0.3,-0.1,0.1,0.1,0.7,-0.3,-0.6,-0.1,0.8,0.7,0.1,0.5,0,-0.2,0.2,-0.2,0.7,2.9,2,-0.2,0.3,-0.3,2,0.3,-0.2,0,-0.7,-0.1,-0.3,0.1,0.6,0.7,0.8,0.2,1,0.2
"GW682841X","CC(C)c1ccc(cc1)-c1cc(ccn1)-c1c[nH]nc1-c1ccccn1",-0.3,1,-0.2,0.2,0.3,0.2,1.5,0.2,-0.5,-0.2,-1.9,2.1,0.1,0.8,-0.2,-0.9,1.5,-0.2,1.4,-0.1,0.8,-0.4,-0.1,0.1,-0.6,-0.2,1.5,2.3,-0.4,-0.5,-0.7,0.3,0.1,-0.4,-0.3,0.4,1.3,-1,-0.1,0.7,0.1,0.6,0.8,0.5,-0.4,-0.2,-0.3,0.1,1.9,1.8,1.3,0.7,0.4,-0.1,1.3,-0.1,0.1,-0.2,-0.7,0.2,-0.3,0.2,1.2,-0.6,-0.1,-0.1,0.9,0
"GW683003X","FC(F)(F)CNc1nccc(n1)-c1cnn2ncccc12",0.3,0.1,-0.1,0,-0.2,1.1,-0.2,1,0.5,0.7,-0.4,0.3,-0.5,-0.3,0.2,-0.5,3.8,2,0.7,3.1,0.5,0.7,0.4,0,0.8,0,3,1.5,-0.4,-0.5,0.2,0.4,0.6,-0.3,0.5,0.5,0.9,1.6,0.6,1.8,2.4,1.6,2,2.1,1.8,0,0.6,0.2,2.2,1.8,2.7,3.2,1.5,0.5,3.4,1.1,1,0.1,0.2,0.1,0.1,1.4,6.3,4.6,5.1,-0.3,1.4,0.2
"GW683109X","C(CNc1nccc(n1)-c1cnn2ncccc12)CN1CCOCC1",0.4,-0.1,0.2,0.1,0.2,-0.1,0.2,0.4,0.6,0.3,-0.1,0,NA,-0.8,0,0.6,3.2,0.2,-0.6,1.1,0.3,-0.2,-0.4,-0.3,-0.3,-0.4,0.4,0.3,0.3,-0.6,0.3,-0.6,-0.1,0.4,0.1,0.3,0.1,0.3,0,0.5,0.5,0.4,0.2,0.6,0.2,0.2,0.2,0.3,1.8,0.8,0.6,3.8,0.3,0.3,1.6,0.1,-0.1,0,-0.4,-0.2,-0.1,0.1,4.2,0.3,-0.2,-0.1,1.4,-0.3
"GW683134A","Cl.Fc1ccc(cc1NC(=O)Nc1ccc(Oc2ccc3[nH]c(NC(=O)c4ccco4)nc3c2)cc1)C(F)(F)F",1.2,8.6,1.5,1.4,0.2,1.2,10.5,1.9,1.8,1.7,-0.8,1.4,7.1,18.9,2.4,1.4,0.1,-0.5,0.9,0.1,5.8,1.1,-0.3,0.1,2.3,2,0.7,2.2,0.3,3.4,0.5,0.2,4.3,-0.4,1.2,1.3,11.8,1,1.2,1.8,2,5.4,3.8,1.5,2.2,0.4,1.9,1.5,0.4,2.5,1.2,1.2,1,0.5,2.1,3.9,-0.1,-0.4,5.5,16.4,4.6,1.3,4.3,1.5,-2.1,1.3,1.8,1.5
"GW683768X","CCc1nn2ncccc2c1-c1ccnc(NC2CC2)n1",0.2,1,0,-0.7,-0.4,2,0.4,-0.4,0,0.3,-0.7,0.5,0.7,1.2,0.6,0.7,3.7,-0.2,0.4,1.2,2.4,0.6,0.3,0.1,2.2,-0.4,2.5,1.5,-0.6,-0.1,-0.9,-0.1,NA,0,1,0.7,1.7,0.6,0.8,1.7,1.8,0.8,1.4,1.5,0.7,-0.2,0.7,0.2,5.9,4.2,4.1,1.4,2.5,0.7,3.6,-0.1,0.1,-0.3,0.1,0.1,-0.1,0,1.3,-0.5,4.5,-0.4,0.9,-0.8
"GW684626B","Fc1cccc(COc2ccc(Nc3ncnc4sc(cc34)-c3cccs3)cc2Cl)c1",-1.1,0.2,0.6,-0.4,0,0.1,1,0.3,1.1,3.6,0.1,1.1,1,1.6,0.7,0.9,0,-0.7,0.8,-1.8,0.3,2.3,-0.2,0.1,-0.4,0.2,0.4,0.2,0,0.7,0.3,-0.1,NA,-0.1,0.4,-0.1,1.7,-0.7,NA,NA,0.1,4,4.7,1,3,0.4,4,-2.5,-0.1,0.9,-0.1,0.5,0.4,0.3,0.2,-0.3,-0.3,-0.1,NA,1.8,0.8,0.8,0.9,NA,0.4,-0.2,1.1,0.3
"GW693481X","Nc1nc(c(s1)-c1ccc2ncccc2n1)-c1ccccn1",0.3,0.1,-0.1,-0.1,0,0.6,-0.3,-0.3,0.1,0,-1.8,-1.8,-0.8,-0.1,0,-0.5,0.2,1,-1.2,0.8,0.1,0.2,0.2,-0.1,0.8,-0.2,0.4,0.1,0.3,-0.1,-0.3,-0.6,0.3,-0.2,-0.3,0,0.9,2.5,0.7,1.3,1.2,3.9,0.6,1,1,-0.1,0,0,2.3,0.4,1.3,0.4,0,0.7,0,-0.6,0.3,0,0.4,-2.9,-1.2,0.2,4.7,1.8,2.1,-0.2,-0.7,-0.5
"GW693881A","Cl.Fc1cccc(COc2ccc(Nc3ncnc4cc(sc34)-c3ccc[nH]3)cc2Cl)c1",1.8,0.8,2.3,2.7,0.7,1.9,-0.8,2.9,1.2,6.8,-1.5,4.1,3.3,7.9,1.8,1.8,0.5,0.4,0.8,2.2,3.9,2.2,-0.2,0.6,6.9,0.9,0.4,0.7,-0.3,1.6,-1.3,1.5,-0.5,1.4,1.7,2.9,5.2,-0.1,1.2,3.2,3,6.6,5.5,4,5,0.1,8.2,2,4,2.4,2,1.8,2.8,0.6,2.1,0.6,0.2,0,1.6,3.3,1.6,1.6,3.3,5.6,1,2.1,3,0.7
"GW693917A","Cl.COC(=O)Nc1nc2ccc(Oc3ccc(NC(=O)Nc4cc(ccc4F)C(F)(F)F)cc3)cc2s1",0.9,3.6,3.4,0,-0.1,0.7,-0.1,0.2,1.7,2,0.2,2,4.2,15.6,0.9,0,0.5,0.3,-0.4,0.7,0.2,2.1,0.2,-0.2,0.1,0.2,0.4,0.4,-0.1,1.6,2.5,0,0.3,-1.1,-0.5,0.5,4.4,1.3,2.1,1.4,-0.3,4.5,4,2,2.5,0,2,0.1,1,0.7,0.4,1.2,0.7,3.4,0.8,0.3,0.5,0.2,2.3,12.3,4.1,1.2,2.3,0.3,0.2,-1,1.3,0.3
"GW694234A","Cl.COC(=O)Nc1nc2cc(Oc3ccc(NC(=O)Nc4cccc(Br)c4)cc3)ccc2[nH]1",1.3,3.7,1.5,2.8,0,0.4,8.5,1.7,1.1,3.6,-1.7,1.7,2.7,4.2,1.3,1.4,-0.3,-0.2,1.1,-0.1,3.8,1.6,0.1,0.2,4.1,0.3,0.5,1.5,-0.3,1.3,0,-0.3,1.2,1.2,1.1,1.2,4.7,-1.5,0.5,2,1.6,3.6,4.4,2.7,3.3,0.7,2,1.5,0.9,0.5,0.6,1.5,1.7,1.2,2.1,1.3,0.2,-0.3,1.9,5.9,1.7,0.7,2.6,4.3,1.2,0.6,2,0.9
"GW694590A","Cl.COC(=O)Nc1nc2cc(Oc3ccc(NC(=O)Nc4ccccc4)cc3)ccc2[nH]1",0.7,1.9,0.4,0.7,-0.6,NA,3.6,1.2,1.9,2.5,-0.2,0.3,NA,8.5,1,1.1,-0.4,-0.1,1,-0.1,2.3,1.1,0.1,-0.6,-0.8,-0.3,0.1,0.5,-0.4,-0.1,1.5,-0.9,0.2,0.8,0.6,0.6,1.4,0.8,0.7,1.8,-0.1,1.7,2.7,1.7,2,0.7,1.9,1.1,1,0.3,-0.1,1.1,0.2,0.3,2,0.1,-0.4,-0.1,1.8,2.4,0.4,-0.2,2.6,2.2,0.5,0.5,NA,0.4
"GW695874X","C(CN1CCOCC1)Oc1ccc(cc1)-c1cc(ccn1)-c1c[nH]nc1-c1ccccn1",0.2,1.6,0,-0.4,-0.2,0.6,2.8,-0.9,0.2,0,-1.8,3.2,-0.5,-0.3,-0.1,-0.8,1.2,-0.1,2.8,-0.1,1.1,0.1,0.1,-0.3,0.8,-0.3,1.5,3.1,-0.6,-0.8,-1.4,-0.3,-0.2,-0.1,0,0,1,-1.1,0.1,0.7,0,1.3,0.6,0.9,0.2,-0.4,-0.2,0.9,1,5,2.2,0.1,-0.3,0.1,2,-0.6,0,-0.2,-0.3,0.3,-0.1,-0.3,0.9,1,0.5,-0.6,1.5,-0.5
"GW700494A","Cl.CN1CCN(CCCNc2nc3ccc(Oc4ccc(NC(=O)Nc5cc(ccc5F)C(F)(F)F)cc4)cc3[nH]2)CC1",0.9,3.3,0.7,1.4,-0.3,0.3,4.6,1.2,2.5,2.3,0.7,0.4,2,12.1,0.4,-0.7,-0.2,0.1,0.8,0.6,2.2,1,0.5,-0.1,4,0.2,0.8,0.1,-0.2,-0.9,1.5,-0.6,2.4,0.1,-0.4,0.4,9.2,0.3,0.3,1,-1.3,1.5,2,2.6,1.5,0.4,1.4,1.1,0.8,0.4,0.3,1.2,0.8,2.3,2.2,0.5,-0.2,0.6,2.4,4.1,0.6,0.7,5.1,1.4,1.8,0.1,3.4,0.4
"GW701032X","COc1ccc(CNC(=O)c2ccc(cc2)-c2cc(ccc2C)-c2nnc(C)o2)cc1",0.2,0.4,-0.1,0.5,0.3,-0.9,0.6,-0.7,-0.3,0.3,-1.5,0.6,-1.2,-0.3,0,-0.4,0.1,-0.9,0.7,0.4,-0.3,0.6,0.5,0.3,-1.1,0.1,0.5,-0.3,-0.1,-0.6,-0.6,-0.3,0.5,0.6,-0.6,-0.3,0.8,-1.7,0.2,0.9,-0.8,-1.2,0.4,1,1.2,-0.2,-0.4,0.4,1.2,-0.8,0,0.3,0.1,-0.1,-0.1,-0.2,0.3,-0.4,0.2,0.6,-0.2,-0.4,0.2,0.6,-0.1,-0.7,0.3,0.4
"GW701427A","Cl.COC(=O)Nc1nc2cc(Oc3ccc(NC(=O)Nc4cccc(c4)C(O)=O)cc3)ccc2[nH]1",0.3,0.7,0.2,-0.2,-0.7,0.7,0.9,0.1,3.1,1.2,-0.8,-0.3,NA,1.8,0.7,0,-0.6,0.2,0,0.2,0.8,0.5,0.3,-0.7,3.3,-0.4,-0.4,0.3,-0.9,-0.7,-0.3,-0.9,0.3,0.4,0.4,0.3,0.1,0.2,0.2,0.8,-0.2,2.4,1.2,1.2,1,-0.2,1,0.3,1,-0.7,0,0.6,0.3,0.2,0.6,-0.1,-0.7,-0.6,0.5,0.4,0.1,0.6,3.5,1.1,0.2,0.4,0.9,-0.7
"GW703087X","CC(=O)Nc1cccc(c1)C#Cc1cncnc1Nc1ccc(OCc2cccc(F)c2)c(Cl)c1",-0.2,0.2,0.6,0.5,-0.4,0,-0.6,0.4,0.1,2.8,-2.2,1.4,-0.4,2.8,0.7,0.1,-0.2,-0.2,0.7,-0.7,1.2,1.5,0.4,-0.2,3.4,0.7,0.6,0,0.2,-1.1,0.5,0.4,0.6,0.3,0,0.1,1.4,1.4,-1.5,-0.3,0.3,2.4,3.8,2.2,2.2,-0.3,1.5,0.7,0.4,0.7,2,1.4,0.5,0.6,0.7,-1,-0.5,-0.5,-3,1.1,0.6,0.7,0.5,1,-0.2,0.7,0.3,1.1
